3

6834,17-000161,2017-01-01T07:15:01Z,traffic,other,,,,,,,44.97308,-93.24772,1,Cedar Riverside
6840,17-000224,2017-01-01T07:52:52Z,suspicious,other,,,,,,,44.98124,-93.27254,1,Downtown West
6851,17-000365,2017-01-01T09:16:11Z,suspicious,other,,,,,,,45.01043723,-93.29305945,4,Hawthorne
6855,17-000414,2017-01-01T10:00:02Z,suspicious,other,,,,,,,44.97246,-93.26489,1,Elliot Park
6856,17-000421,2017-01-01T10:05:54Z,suspicious,other,,,,,,,44.9915029,-93.30508811,4,Willard - Hay
6857,17-000426,2017-01-01T10:20:33Z,suspicious,other,,,,,,,44.90900519,-93.21456322,3,Minnehaha
6866,17-000571,2017-01-01T16:35:17Z,traffic,other,,,,,,,44.99914,-93.29105,4,Near - North
6868,17-000601,2017-01-01T17:49:49Z,suspicious,other,,,,,,,45.0212088,-93.28804287,4,McKinley
6874,17-000651,2017-01-01T19:47:54Z,suspicious,other,,,,,,,45.03939592,-93.29015499,4,Lind - Bohanon
6878,17-000744,2017-01-01T22:46:47Z,traffic,other,,,,,,,44.8949328,-93.2781055,5,Windom
6880,17-000824,2017-01-01T23:53:52Z,suspicious,other,,,,,,,45.02304272,-93.29058037,4,McKinley
6883,17-000848,2017-01-02T00:27:18Z,suspicious,other,,,,,,,44.95777922,-93.21193648,2,Prospect Park - East River Road
6889,17-001021,2017-01-02T02:29:19Z,traffic,other,,,,,,,44.94149948,-93.27431455,3,Central
6896,17-001203,2017-01-02T04:59:11Z,traffic,other,,,,,,,44.99507936,-93.25561273,2,St. Anthony East
6909,17-001251,2017-01-02T05:45:15Z,traffic,other,,,,,,,44.97134,-93.24702,1,Cedar Riverside
6913,17-001289,2017-01-02T06:15:37Z,suspicious,other,,,,,,,45.00494669,-93.27152318,2,Sheridan
6916,17-001327,2017-01-02T06:54:30Z,traffic,other,,,,,,,45.00307,-93.26616,2,Sheridan
6917,17-001340,2017-01-02T07:11:27Z,suspicious,other,,,,,,,44.98078144,-93.27429567,1,Downtown West
6929,17-001454,2017-01-02T11:43:15Z,suspicious,other,,,,,,,44.9099012,-93.22030418,3,Minnehaha
6931,17-001457,2017-01-02T11:59:24Z,suspicious,other,,,,,,,44.95777856,-93.29509939,5,Lowry Hill East
6948,17-001630,2017-01-02T18:20:52Z,suspicious,other,,,,,,,44.9627,-93.26255,3,Ventura Village
6968,17-001808,2017-01-02T22:15:28Z,suspicious,other,,,,,,,44.98485046,-93.24510888,2,Marcy Holmes
6976,17-001903,2017-01-03T00:02:58Z,traffic,other,,,,,,,44.98271,-93.24132,2,Marcy Holmes
6977,17-001925,2017-01-03T00:29:27Z,traffic,other,,,,,,,45.03775604,-93.30916026,4,Victory
6981,17-001986,2017-01-03T01:23:21Z,suspicious,other,,,,,,,45.02485438,-93.29059709,4,Webber - Camden
6987,17-002139,2017-01-03T03:11:19Z,suspicious,other,,,,,,,44.97801922,-93.27702537,1,Downtown West
7014,17-002466,2017-01-03T08:44:58Z,suspicious,other,,,,,,,44.97677369,-93.27736013,1,Downtown West
7015,17-002495,2017-01-03T10:08:11Z,suspicious,other,,,,,,,44.90085942,-93.21783647,3,Morris Park
7030,17-002719,2017-01-03T17:19:17Z,traffic,other,,,,,,,44.96297,-93.24575,3,Seward
7047,17-002867,2017-01-03T19:39:51Z,traffic,other,,,,,,,45.01107885,-93.31623886,4,Jordan
7054,17-002944,2017-01-03T20:48:17Z,traffic,other,,,,,,,44.99307,-93.30571,4,Willard - Hay
7057,17-002995,2017-01-03T21:25:12Z,traffic,other,,,,,,,45.00087769,-93.29410456,4,Hawthorne
7059,17-003023,2017-01-03T21:43:52Z,traffic,other,,,,,,,45.00024,-93.28952,4,Hawthorne
7069,17-003198,2017-01-04T00:03:33Z,suspicious,other,,,,,,,44.96005121,-93.24091475,3,Seward
7071,17-003219,2017-01-04T00:23:14Z,suspicious,other,,,,,,,44.89561,-93.28067,5,Windom
7072,17-003230,2017-01-04T00:29:18Z,suspicious,other,,,,,,,44.97191314,-93.2745023,1,Downtown West
7090,17-003481,2017-01-04T04:02:59Z,suspicious,other,,,,,,,45.02932491,-93.28630658,4,Webber - Camden
7100,17-003563,2017-01-04T05:06:12Z,suspicious,other,,,,,,,44.95374,-93.25246,3,Midtown Phillips
7102,17-003577,2017-01-04T05:20:00Z,suspicious,other,,,,,,,44.99807586,-93.30066774,4,Willard - Hay
7103,17-003583,2017-01-04T05:31:28Z,suspicious,other,,,,,,,45.00599,-93.30189,4,Jordan
7120,17-003790,2017-01-04T13:42:26Z,traffic,other,,,,,,,44.96272211,-93.29881527,5,Lowry Hill
7129,17-003829,2017-01-04T14:36:09Z,suspicious,other,,,,,,,45.02666106,-93.28503255,4,Webber - Camden
7131,17-003844,2017-01-04T14:51:04Z,suspicious,other,,,,,,,45.04300311,-93.29661216,4,Lind - Bohanon
7133,17-003848,2017-01-04T15:01:16Z,suspicious,other,,,,,,,44.95195,-93.25628,3,Midtown Phillips
7134,17-003851,2017-01-04T15:06:24Z,traffic,other,,,,,,,44.97021,-93.24725,1,Cedar Riverside
7151,17-004060,2017-01-04T19:30:39Z,suspicious,other,,,,,,,44.97776424,-93.2650343,1,Downtown West
7160,17-004167,2017-01-04T21:11:18Z,suspicious,other,,,,,,,44.9905968,-93.30320755,4,Near - North
7161,17-004182,2017-01-04T21:24:32Z,suspicious,other,,,,,,,45.01319,-93.30065,4,Folwell
7172,17-004279,2017-01-04T22:40:37Z,suspicious,other,,,,,,,44.97543284,-93.27342211,1,Downtown West
7175,17-004314,2017-01-04T23:13:02Z,traffic,other,,,,,,,44.94659,-93.2983,5,CARAG
7185,17-004442,2017-01-05T00:57:56Z,suspicious,other,,,,,,,45.01579673,-93.28649282,4,McKinley
7187,17-004485,2017-01-05T01:31:42Z,traffic,other,,,,,,,44.97076328,-93.24725145,1,Cedar Riverside
7188,17-004492,2017-01-05T01:39:55Z,traffic,other,,,,,,,44.98851,-93.25852,2,Nicollet Island - East Bank
7203,17-004663,2017-01-05T03:37:21Z,suspicious,other,,,,,,,45.00368,-93.2818,4,Hawthorne
7206,17-004678,2017-01-05T03:45:47Z,suspicious,other,,,,,,,45.01595726,-93.31588612,4,Cleveland
7212,17-004737,2017-01-05T04:17:25Z,suspicious,other,,,,,,,44.93461752,-93.3141453,5,Linden Hills
7214,17-004796,2017-01-05T04:57:48Z,traffic,other,,,,,,,44.97147,-93.21322,2,Prospect Park - East River Road
7217,17-004828,2017-01-05T05:24:10Z,suspicious,other,,,,,,,45.00483,-93.29805,4,Jordan
7240,17-005144,2017-01-05T15:27:23Z,suspicious,other,,,,,,,45.01413131,-93.30571414,4,Folwell
7246,17-005186,2017-01-05T16:18:27Z,traffic,other,,,,,,,45.01685,-93.30825,4,Folwell
7251,17-005207,2017-01-05T16:43:24Z,suspicious,other,,,,,,,44.96574698,-93.27403148,5,Steven's Square - Loring Heights
7256,17-005275,2017-01-05T17:40:41Z,suspicious,other,,,,,,,44.96627258,-93.26382634,1,Elliot Park
7257,17-005279,2017-01-05T17:44:04Z,traffic,other,,,,,,,45.00866827,-93.30063047,4,Jordan
7258,17-005297,2017-01-05T17:56:20Z,traffic,other,,,,,,,44.99951,-93.29905,4,Jordan
7262,17-005327,2017-01-05T18:22:45Z,suspicious,other,,,,,,,45.0048,-93.28952,4,Hawthorne
7263,17-005354,2017-01-05T18:47:09Z,traffic,other,,,,,,,44.96275,-93.23775,3,Seward
7265,17-005358,2017-01-05T18:48:58Z,traffic,other,,,,,,,45.00595,-93.29417,4,Hawthorne
7266,17-005363,2017-01-05T18:51:22Z,suspicious,other,,,,,,,44.97543284,-93.27342211,1,Downtown West
7267,17-005383,2017-01-05T19:17:55Z,traffic,other,,,,,,,44.94881208,-93.29700406,5,Lowry Hill East
7268,17-005394,2017-01-05T19:31:09Z,traffic,other,,,,,,,44.97087,-93.27354,1,Downtown West
7275,17-005440,2017-01-05T20:18:58Z,traffic,other,,,,,,,44.97419,-93.26898,1,Downtown West
7276,17-005441,2017-01-05T20:18:59Z,traffic,other,,,,,,,44.9988,-93.31205,4,Willard - Hay
7277,17-005458,2017-01-05T20:30:43Z,traffic,other,,,,,,,45.00513,-93.3082,4,Jordan
7287,17-005581,2017-01-05T21:54:24Z,suspicious,other,,,,,,,44.97563254,-93.27237593,1,Downtown West
7288,17-005587,2017-01-05T21:58:30Z,suspicious,other,,,,,,,44.91873473,-93.27795772,5,Tangletown
7298,17-005691,2017-01-05T23:38:39Z,suspicious,other,,,,,,,44.9915,-93.30195,4,Near - North
7308,17-005759,2017-01-06T00:37:44Z,traffic,other,,,,,,,44.94836419,-93.30274383,5,East Isles
